ssa_office_code,ssa_office_name,address2,address1,city,state,zipcode,tel_public
C39,BROOKLYN CENTER,BROOKLYN XNG OFC PARK,3280 NORTHWAY DRIVE,BROOKLYN CENTER,MN,55429,(866) 931-0341
C40,BLOOMINGTON,SUITE 100,6161 AMERICAN BLVD W,BLOOMINGTON,MN,55438,(866) 964-7341
C41,INDIANAPOLIS NORTHEAST,,5515 NORTH POST ROAD,INDIANAPOLIS,IN,46216,(866) 220-7899
C43,FARMINGTON MI,,27650 FARMINGTON RD,FARMINGTON HILLS,MI,48334,(866) 331-2210
C44,INKSTER MI,,28657 CHERRY HILL RD,INKSTER,MI,48141,(866) 704-4860
C45,AHOSKIE NC,,1231 1ST ST W,AHOSKIE,NC,27910,(866) 828-3810
C46,CHESTERFIELD MI,,26200 21 MILE ROAD,CHESTERFIELD,MI,48051,(866) 635-0788
C47,DETROIT-SW MI,,5715 MICHIGAN AVE,DETROIT,MI,48210,(877) 319-0730
C48,CAMBRIDGE OH,SUITE 105,1225 WOODLAWN AVE,CAMBRIDGE,OH,43725,(866) 883-5281
C49,COUNCIL BLUFFS,MID-AMERICA CENTER,20 ARENA WAY STE 1,COUNCIL BLUFFS,IA,51501,(866) 331-9094
C51,ST LOUIS SOUTHWEST,,650 GRAVOIS BLUFFS BLVD,FENTON,MO,63026,(866) 331-2307
C52,LEBANON MO,,2546 S JEFFERSON AVE,LEBANON,MO,65536,(866) 931-7104
C53,MARYVILLE MO,,518 W SOUTH HILLS DR,MARYVILLE,MO,64468,(877) 833-2731
C54,BIG RAPIDS MI,STE A,502 N STATE ST,BIG RAPIDS,MI,49307,(855) 245-0641
C58,WATERTOWN SD,,514 JENSON AVE SE,WATERTOWN,SD,57201,(888) 737-1763
C62,SEATTLE NORTH WA,SUITE B,13510 AURORA AVE N,SEATTLE,WA,98133,(866) 931-2875
C63,BURIEN WA,,151 SW 156TH ST,BURIEN,WA,98166,(866) 964-7380
C64,MIDDLETOWN CT,3RD FLOOR,425 MAIN STREET,MIDDLETOWN,CT,06457,(877) 692-3145
C65,WATERVILLE ME,,14 COLBY STREET,WATERVILLE,ME,04901,(866) 931-9169
C67,NORTH ADAMS MA,,96 MARSHALL STREET,NORTH ADAMS,MA,01247,(877) 319-5709
C68,NORWICH CT,SUITE 380,55 MAIN ST,NORWICH,CT,06360,(888) 482-3170
C69,GARDNER MA,SUITE 2,354 MAIN ST,GARDNER,MA,01440,(844) 371-8116
C71,FAJARDO PR,RD #3 KM 42.4 QUEBRADA WARD,EASTERN PLAZA SHOPPING CENTER,FAJARDO,PR,00738,(855) 856-2728
C72,DUNKIRK NY,SUITE 2,437 MAIN ST,DUNKIRK,NY,14048,(888) 862-2139
C73,MT LAUREL NJ,532 FELLOWSHIP ROAD,SUITE E,MOUNT LAUREL,NJ,08054,(866) 837-5002
C77,WEST FARMS NY,,1829 SOUTHERN BLVD,BRONX,NY,10460,(866) 964-2558
C79,NEWTON NJ,,20 EAST CLINTON STREET,NEWTON,NJ,07860,(877) 575-5189
C80,LEWES DE,SUITE 101,12001 OLD VINE BLVD,LEWES,DE,19958,(866) 864-1803
C81,HAMPTON VA,GROUND FLOOR,1521 HARDY CASH DR,HAMPTON,VA,23666,(866) 592-2669
C83,HARRISONBURG VA,,351 NORTH MASON STREET,HARRISONBURG,VA,22802,(866) 964-1718
C85,TOWANDA PA,SUITE 1,1 ELIZABETH STREET,TOWANDA,PA,18848,(888) 841-6546
C86,KITTANNING PA,HIGHLAND BUS.CTR STE 1,159 BUTLER RD,KITTANNING,PA,16201,(877) 255-1372
C89,PETERSBURG WV,SUITE 3,111 S GROVE ST,PETERSBURG,WV,26847,(877) 405-2885
C90,MEMPHIS NORTH TN,,3602 AUSTIN PEAY HWY,MEMPHIS,TN,38128,(855) 420-8557
C91,CORDELE GA,,510 E 15TH AVE,CORDELE,GA,31015,(888) 225-8869
C92,WARNER ROBINS GA,,220 CARL VINSON PKWY,WARNER ROBINS,GA,31088,(866) 931-7084
C93,WALTERBORO SC,,502 ROBERTSON BLVD,WALTERBORO,SC,29488,(866) 708-2810
C94,ATHENS TN,,921 CONGRESS PKWY N,ATHENS,TN,37303,(866) 964-7431
C95,TIFTON GA,,732 2ND ST W,TIFTON,GA,31794,(877) 635-3542
C96,COVINGTON GA,,9180 COVINGTON BY PASS RD,COVINGTON,GA,30014,(877) 873-9106
C97,FOREST MS,,558 DEER FIELD DRIVE,FOREST,MS,39074,(866) 829-2497
D00,SELMER TN,,661 MULBERRY AVE,SELMER,TN,38375,(888) 397-4814
D01,ASHEBORO NC,SUITE K,157 DUBLIN SQUARE RD,ASHEBORO,NC,27203,(888) 472-6119
D02,STARKVILLE MS,,1089C STARK RD,STARKVILLE,MS,39759,(800) 305-6919
D04,WEST FRANKFORT,,1005 FACTORY OUTLET DR,WEST FRANKFORT,IL,62896,(888) 223-8869
D05,AUBURN IN,,1240 SOUTH GRANDSTAFF DR,AUBURN,IN,46706,(866) 829-2170
D06,ALEXANDRIA MN,SUITE 701,2633 JEFFERSON ST,ALEXANDRIA,MN,56308,(888) 224-8869
D08,MILW-WEST WI,,5020 W NORTH AVE,MILWAUKEE,WI,53208,(866) 716-8594
D09,LIVONIA MI,,34010 PLYMOUTH ROAD,LIVONIA,MI,48150,(866) 964-7371
D12,GALLIPOLIS OH,,2455 STATE ROUTE 160,GALLIPOLIS,OH,45631,(888) 397-6343
D13,FREMONT OH,,2220 ENTERPRISE STREET,FREMONT,OH,43420,(866) 614-4760
D14,STERLING HEIGHTS,,7385 TRIANGLE DRIVE,STERLING HEIGHTS,MI,48314,(888) 619-4768
D15,LAWRENCE KS,STE 200,1440 WAKARUSA,LAWRENCE,KS,66049,(866) 698-2561
D18,ST TAMMANY LA,,64285 HIGHWAY 434,LACOMBE,LA,70445,(866) 887-8997
D20,WAXAHACHIE TX,,100 DEAN BOX DRIVE,WAXAHACHIE,TX,75165,(866) 563-1912
D21,DURANT OK,,121 S 12TH AVE,DURANT,OK,74701,(866) 495-0042
D22,FERGUS FALLS MN,,1023 W LINCOLN AVE,FERGUS FALLS,MN,56537,(877) 402-0827
D24,AURORA CO,SUITE 250,14280 E JEWELL AVE,AURORA,CO,80012,(866) 931-9965
D26,MONTROSE CO,,1805 PAVILION DR,MONTROSE,CO,81401,(866) 758-1317
D28,SOUTH JORDAN,,10138 S JORDAN GTWY,SOUTH JORDAN,UT,84095,(866) 690-1947
D29,CANON CITY CO,,115 N 10TH ST,CANON CITY,CO,81212,(866) 272-5728
D31,SHERIDAN WY,,2268 N MAIN ST,SHERIDAN,WY,82801,(866) 530-7798
D33,YANKTON SD,SUITE 2,1818 BROADWAY AVE,YANKTON,SD,57078,(877) 405-3522
D34,REDWOOD CITY CA,2ND FLOOR,601 ALLERTON ST,REDWOOD CITY,CA,94063,(888) 860-5582
D35,AUBURN CA,,11855 EDGEWOOD RD,AUBURN,CA,95603,(866) 931-6087
D36,GARDEN GROVE CA,,11900 GILBERT ST,GARDEN GROVE,CA,92841,(877) 669-3115
D38,CAMPBELL CA,,770 W HAMILTON AVE,CAMPBELL,CA,95008,(866) 348-5832
D39,BREA CA,SUITE 150 1ST FLOOR,3230 E IMPERIAL HWY,BREA,CA,92821,(866) 593-2757
D41,KEARNY MESA CA,,8505 AERO DR,SAN DIEGO,CA,92123,(866) 331-6397
D44,WILSHIRE CENTER,WILSHIRE CENTER,4000 WILSHIRE BLVD,LOS ANGELES,CA,90010,(866) 964-7592
D46,ALHAMBRA CA,,900 S GARFIELD AVE,ALHAMBRA,CA,91801,(866) 227-6561
D47,SUISUN CITY CA,SUITE 220,700 MAIN STREET,SUISUN CITY,CA,94585,(866) 964-5021
D48,SAN LEANDRO CA,,320 DAVIS STREET,SAN LEANDRO,CA,94577,(866) 331-2181
D49,NORTH LAS VEGAS NV,,4340 SIMMONS STREET,NORTH LAS VEGAS,NV,89032,(866) 614-9667
D50,MT VERNON WA,SUITE A,710 E COLLEGE WAY,MT VERNON,WA,98273,(866) 931-7108
D51,PUYALLUP WA,SUITE A,811 SOUTH HILL PARK DR,PUYALLUP,WA,98373,(855) 886-9627
D52,WARRENTON OR,STE 104,1479 SE DISCOVERY LN,WARRENTON,OR,97146,(877) 840-5743
D53,BEND OR,SUITE 201,250 NW FRANKLIN AVE,BEND,OR,97703,(877) 405-0302
D54,CENTRALIA WA,STE 100,1821 COOKS HILL RD,CENTRALIA,WA,98531,(855) 848-7942
D55,LYNNWOOD WA,SUITE 207,18905 33RD AVE W,LYNNWOOD,WA,98036,(877) 575-5197
D57,CANARSIE NY,,1871 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,(866) 667-7342
D58,HYLAN BLVD NY,2ND FLOOR,1510 HYLAN BLVD,STATEN ISLAND,NY,10305,(877) 457-1736
D59,BELLEVILLE IL,LAKE CHRISTINE CENTER,1670 LEBANON AVE,BELLEVILLE,IL,62221,(877) 405-0471
D60,INDIANAPOLIS NORTHWEST,,6745 NETWORK PL,INDIANAPOLIS,IN,46278,(866) 218-2309
D61,MERRILLVILLE IN,,1438 E 85TH AVE,MERRILLVILLE,IN,46410,(877) 692-3142
D62,COLUMBUS EAST,,220 S HAMILTON RD,COLUMBUS,OH,43213,(866) 592-0733
D63,COLUMBUS NORTH,,1051 WORTHINGTON WOODS,WORTHINGTON,OH,43085,(866) 789-0957
D64,HOUSTON DOWNTOWN TX (AREA SUPPORT UNIT),AREA SUPPORT UNIT,8989 LAKES AT 610 DR,HOUSTON,TX,77054,(866) 593-2846
D68,JACKSON AL,,4249 N COLLEGE AVE,JACKSON,AL,36545,(877) 476-4484
D77,SIKESTON MO,,711 YORK DR,SIKESTON,MO,63801,(866) 964-4261
D79,ST CROIX VI,4094 DIAMOND RUBY,SUITE 4,CHRISTIANSTED,VI,00820,(866) 209-0446
D80,JACKSON KY,,850 HWY 15 N,JACKSON,KY,41339,(866) 366-4920
D81,LEESVILLE LA,,2100 SARTOR ST,LEESVILLE,LA,71446,(888) 577-6906
D89,WILLIAMSON WV,,146 EAST FIRST AVE,WILLIAMSON,WV,25661,(888) 759-3920
D92,BOZEMAN MT,,3205 N 27TH AVENUE,BOZEMAN,MT,59718,(877) 405-5473
E00,NORTH FLINT MI,,2021 W. CARPENTER RD,FLINT,MI,48505,(877) 748-9766
E02,SAIPAN MP,MH II BLDG SUITE 201,MARINA HEIGHTS BUSINESS PARK,SAIPAN,MP,96950,(855) 616-6449
E05,BACK OF THE YARDS,,4631 S ASHLAND AVE,CHICAGO,IL,60609,(877) 897-0608
E08,SOUTHEAST FRESNO CA,,5140 E OLIVE AVE,FRESNO,CA,93727,(866) 366-4918
E21,BRICK NJ,,2620 YORKTOWNE BLVD,BRICK,NJ,08723,(877) 405-5870
E24,EL PASO DOWNTOWN TX,,600 TEXAS AVE,EL PASO,TX,79901,(866) 964-6229
E26,GREENFIELD WI,,8455 W LAYTON AVE,GREENFIELD,WI,53228,(877) 600-2856
E27,OROVILLE CA,,115 TABLE MOUNTAIN BL,OROVILLE,CA,95965,(866) 331-7130
E28,NORTH SACRAMENTO,SUITE 200,2424 ARDEN WAY,SACRAMENTO,CA,95825,(855) 782-9153
E29,WEST SACRAMENTO CA,STE 1000,825 RIVERSIDE PARKWAY,WEST SACRAMENTO,CA,95605,(866) 726-8136
E31,GLENDORA CA,,1165 E ROUTE 66,GLENDORA,CA,91740,(866) 964-6045
E32,POTEAU OK,,1306 TARBY RD,POTEAU,OK,74953,(877) 405-7697
E35,FORT WORTH SOUTH TX,,2901 ALTAMESA BLVD,FORT WORTH,TX,76133,(866) 613-2745
E36,BATON ROUGE NORTH LA,,4332 HARDING BLVD,BATON ROUGE,LA,70807,(888) 487-0143
E37,SHERWOOD AR,,3608 EAST KIEHL AVE,SHERWOOD,AR,72120,(877) 512-3854
E39,INDIO CA,,46845 MONROE STREET,INDIO,CA,92201,(877) 319-5758
E41,SAN JOSE SOUTH,,6140 COTTLE ROAD,SAN JOSE,CA,95123,(888) 383-1180
E44,SAN MARCOS TX,SUITE 200,900 BUGG LANE,SAN MARCOS,TX,78666,(866) 388-8515
E45,GEORGETOWN TX,3010 WILLIAMS DR,SUITE 150,GEORGETOWN,TX,78628,(877) 531-4699
E63,POSTAL PLAZA DC,POSTAL PLAZA SHPG CTR,1905-B 9TH ST NE,WASHINGTON,DC,20018,(866) 737-4470
E64,DALLAS PLEASANT GROVE,,2300 DUNSON DR,BALCH SPRINGS,TX,75180,(855) 531-1683
E65,COLUMBUS WEST,,1060 GEORGESVILLE ROAD,COLUMBUS,OH,43228,(866) 656-0178
E69,VIDALIA GA,,104 W THIRD ST,VIDALIA,GA,30474,(866) 931-2518
E72,GREECE NY,2ND FLOOR,4050 W RIDGE RD,ROCHESTER,NY,14626,(866) 331-2204
E76,ST LOUIS NORTH COUNTY,,11753 W FLORISSANT AVE,FLORISSANT,MO,63033,(866) 931-2871
E77,ROSEVILLE CA,,910 CIRBY WAY,ROSEVILLE,CA,95661,(866) 348-7830
E78,PLACERVILLE CA,SUITE A,3916 MISSOURI FLAT RD,PLACERVILLE,CA,95667,(877) 545-5497
E79,SOUTH SACRAMENTO CA,,40 MASSIE CIRCLE,SACRAMENTO,CA,95823,(866) 708-3208
E98,COCOA FL,,310 CANAVERAL GROVES,COCOA,FL,32926,(866) 964-0798
I15,NEWNAN GA,SUITE B,246 BULLSBORO DR,NEWNAN,GA,30263,(855) 863-3561
I60,SHOW LOW AZ,,2500 E COOLEY  STE 407,SHOW LOW,AZ,85901,(877) 850-7831
